text,category,isenglish,translate
"மனிதன் பிறந்தலிறுந்து காதல் இருக்கு.   காதலில்  எல்லா சமுதாய ஆண்களும் எமதுறங்க.  சில சமயங்களில் பெண்களும் அதை செய்கிறார்கள்.  இது அவர்களின் தனிப்பட்ட விஷயம், அதை கவனித்து கொள்ள அவங்க குடும்பம் & அரசு இருக்கு.  வேறு சாதியில் காதலித்து திருமணம் செய்தால் கொலை செய்வது மிகவும் கடுமையான குற்றம்.  சாதி ஆணவ கொலைக்கு ஆதரவு தருவது போல உள்ளது இந்த படம்.  மிகவும் மோசமான முன் உதார்ணம்.",OFF,False,"மனிதன் பிறந்தலிறுந்து காதல் இருக்கு.   காதலில்  எல்லா சமுதாய ஆண்களும் எமதுறங்க.  சில சமயங்களில் பெண்களும் அதை செய்கிறார்கள்.  இது அவர்களின் தனிப்பட்ட விஷயம், அதை கவனித்து கொள்ள அவங்க குடும்பம் & அரசு இருக்கு.  வேறு சாதியில் காதலித்து திருமணம் செய்தால் கொலை செய்வது மிகவும் கடுமையான குற்றம்.  சாதி ஆணவ கொலைக்கு ஆதரவு தருவது போல உள்ளது இந்த படம்.  மிகவும் மோசமான முன் உதார்ணம்."
ஒரு பெரிய அளவில் விழிப்புணர்வு ஏற்படுத்த கூடிய மாபெரும் திரைபடம்... எங்கள் அதரவு உங்களுக்கு உண்டு... வெற்றி பெற வாழ்த்துக்கள்...,NOT,False,ஒரு பெரிய அளவில் விழிப்புணர்வு ஏற்படுத்த கூடிய மாபெரும் திரைபடம்... எங்கள் அதரவு உங்களுக்கு உண்டு... வெற்றி பெற வாழ்த்துக்கள்...
வீர வன்னிய குல சத்திரிய வம்சத்தின் போர்வாள் மீண்டும் எழுச்சி பெற்று விட்டது,NOT,False,வீர வன்னிய குல சத்திரிய வம்சத்தின் போர்வாள் மீண்டும் எழுச்சி பெற்று விட்டது
அடப்பாவிங்கள.....இதை...போய்...கபாலி  கூட   compare   பன்றிகளே....?  கபாலி    teaser  ஓரம்   கூட......   பைரவ  டீஸர்   வராது...!  waste..!,OFF,True,அடப்பாவிங்கள..... இதை... போய்... கபாலி கூட compare பன்றிகளே....?  கபாலி டீசர் ஓரம் கூட......   பைரவ  டீஸர்   வராது...!  பயனின்மை..!
இப்படம் வெள்ளி விழா காண சேலம் வன்னியர்கள் சார்பாக வாழ்துகிறோம்,NOT,False,இப்படம் வெள்ளி விழா காண சேலம் வன்னியர்கள் சார்பாக வாழ்துகிறோம்
செம்ம செம்ம விஷால் மற்றும் ரவி இருவரும் வித்தியாசமான கதைகளை தேர்ந்தெடுத்து நடிக்கிறார்கள்...... WISHES FROM THALAPATHY RASIGAN,NOT,True,செம்ம செம்ம விஷால் மற்றும் ரவி இருவரும் வித்தியாசமான கதைகளை தேர்ந்தெடுத்து நடிக்கிறார்கள்...... தளபதி ரசிகனின் வாழ்த்துக்கள்
எதிர்பார்த்து கிட்டு இருந்தோம் .. Trailer விட்டதுகே.. kolla Peru... poochu kaapu .. erukanga,OFF,True,எதிர்பார்த்து கிட்டு இருந்தோம் .. ட்ரெய்லர் விட்டது.. கொல்லா பெரு... பூச்சு காப்பு.. எருக்கங்கா
ஏ உங்களுக்கு பா ரஞ்ஜீத் எடுத்த படங்கள் வெளிவரும் போதெல்லாம் கண்ணு தெரியலயோ மயிறுகளா திரௌபதி படம் வெளிவரலைனா திமுக காரனுங்கதானே புகார் அளிச்சுருக்கானுஙக அடுத்த எலக்சனுக்கு திமுக ஆட்சி கவிழும் கவிழ வைப்போம் முத்தரையர் சமுதாயத்தின் சார்பாகவும் கள்ளர் சமுதாயம் சார்பாகவும் வன்னியர் சமுதாயம் சார்பாகவும் எச்சரிக்கிரோம் ஏன்டா நாடக காதலால்  பாதிக்கபடுரவங்க நாங்கள்தான் அது எங்க உங்களுக்கு தெரிய போகுது நாங்கள் எங்கள் குடும்பத்தோட இந்த படத்தை கண்டிப்பாக பார்ப்போம் ஆதரிப்போம்,OFF,False,ஏ உங்களுக்கு பா ரஞ்ஜீத் எடுத்த படங்கள் வெளிவரும் போதெல்லாம் கண்ணு தெரியலயோ மயிறுகளா திரௌபதி படம் வெளிவரலைனா திமுக காரனுங்கதானே புகார் அளிச்சுருக்கானுஙக அடுத்த எலக்சனுக்கு திமுக ஆட்சி கவிழும் கவிழ வைப்போம் முத்தரையர் சமுதாயத்தின் சார்பாகவும் கள்ளர் சமுதாயம் சார்பாகவும் வன்னியர் சமுதாயம் சார்பாகவும் எச்சரிக்கிரோம் ஏன்டா நாடக காதலால்  பாதிக்கபடுரவங்க நாங்கள்தான் அது எங்க உங்களுக்கு தெரிய போகுது நாங்கள் எங்கள் குடும்பத்தோட இந்த படத்தை கண்டிப்பாக பார்ப்போம் ஆதரிப்போம்
உயர் சாதியில் பிறந்த ஆண்கள் செய்து மட்டும் தான்உண்மை காதலா???! இல்லை உயர் சாதியில் பிறந்த பெண்களுக்கு மட்டும் தான் கற்பு இருக்கிறதா??? Sry but Both of them equal at all,OFF,True,உயர் சாதியில் பிறந்த ஆண்கள் செய்து மட்டும் தான்உண்மை காதலா???! இல்லை உயர் சாதியில் பிறந்த பெண்களுக்கு மட்டும் தான் கற்பு இருக்கிறதா??? ஸ்ரி ஆனால் இரண்டும் சமம்
பெண்களை காதலித்து ஏமாற்றுபவர்கள் அனைத்து சமூகத்திலும் இருக்கிறார்கள்.....அந்த தண்மையை கொண்ட ஆண்களிடமிருந்து பெண்கள் தற்காத்து கொள்ளும் விழிப்புணர்வு கதையை படைக்களாம்.....அல்லது அந்த மாதிரி கீழ் புத்தி உடைய மனிதன் தன்னை உணரும் விதமாக கதைக்களம் அமைக்களாம்....ஆனால் இது போன்ற காப்பாற்றுவது என்ற பெயரில் களவரம் தூண்டுவதும் ஒரு விதமான சாதிய அரசியல்தான்.....மொத்தத்தில் அனைவரும் மனிதர்கள்தான் என்ற இயல்பான கருத்துடன் கதைகளம் இருக்க வேண்டும் அன்பே சிவம்,OFF,False,பெண்களை காதலித்து ஏமாற்றுபவர்கள் அனைத்து சமூகத்திலும் இருக்கிறார்கள்.....அந்த தண்மையை கொண்ட ஆண்களிடமிருந்து பெண்கள் தற்காத்து கொள்ளும் விழிப்புணர்வு கதையை படைக்களாம்.....அல்லது அந்த மாதிரி கீழ் புத்தி உடைய மனிதன் தன்னை உணரும் விதமாக கதைக்களம் அமைக்களாம்....ஆனால் இது போன்ற காப்பாற்றுவது என்ற பெயரில் களவரம் தூண்டுவதும் ஒரு விதமான சாதிய அரசியல்தான்.....மொத்தத்தில் அனைவரும் மனிதர்கள்தான் என்ற இயல்பான கருத்துடன் கதைகளம் இருக்க வேண்டும் அன்பே சிவம்
அவரோட பேரையும் வித்துட் காசாக்க ரெடியாகி விட்டீங்களாடா.... தமிழ் நாட்டில் உங்களுக்கு   தான்டா  கொண்டாட்டம்...,OFF,False,அவரோட பேரையும் வித்துட் காசாக்க ரெடியாகி விட்டீங்களாடா.... தமிழ் நாட்டில் உங்களுக்கு   தான்டா  கொண்டாட்டம்...
கண்டிப்பாக இந்த படத்தை சில “திரு”நாய்கள் படத்த தடை போட பார்க்கும்.,OFF,False,கண்டிப்பாக இந்த படத்தை சில “திரு”நாய்கள் படத்த தடை போட பார்க்கும்.
இத்தன சாதி பயலுவளும் ஒன்னா சேர்ந்து பறையருக்கு எதிரா கத்துறீகனா. இங்க எவன் வலிமைமிக்கவன்னு தெரியுதா. ஒத்தைக்கு ஒத்த நின்னா மசுரை கூட புடுங்க முடியாது.,OFF,False,இத்தன சாதி பயலுவளும் ஒன்னா சேர்ந்து பறையருக்கு எதிரா கத்துறீகனா. இங்க எவன் வலிமைமிக்கவன்னு தெரியுதா. ஒத்தைக்கு ஒத்த நின்னா மசுரை கூட புடுங்க முடியாது.
தொல் திருமா குருமா  தேவிடியா பையன் பாய்ஸ் இருக்கிங்களா இருந்தா வந்து இங்க கமெண்ட்ஸ் ஆஹ் செக் பண்ணிட்டு போங்க தேவிடியா பசங்களா    நாடக காதல் புண்டைகளுக்கு ஆப்பு திரெளபதி படம்  மாபெரும்வெற்றிஅடையும்,OFF,False,தொல் திருமா குருமா  தேவிடியா பையன் பாய்ஸ் இருக்கிங்களா இருந்தா வந்து இங்க கமெண்ட்ஸ் ஆஹ் செக் பண்ணிட்டு போங்க தேவிடியா பசங்களா    நாடக காதல் புண்டைகளுக்கு ஆப்பு திரெளபதி படம்  மாபெரும்வெற்றிஅடையும்
நாடார் சமூகத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்........ படம்னா இப்படித்தான் எடுக்கனும்....,NOT,False,நாடார் சமூகத்தின் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்........ படம்னா இப்படித்தான் எடுக்கனும்....
டேய் ரஞ்சித்து பாத்துக்க... இது படம்... இந்த டைரக்டர் கிட்ட நாலு மொடக்கு வாங்கி குடி...,OFF,False,டேய் ரஞ்சித்து பாத்துக்க... இது படம்... இந்த டைரக்டர் கிட்ட நாலு மொடக்கு வாங்கி குடி...
ஆண்ட பரம்பரை எல்லாம் பேசிட்டு இருக்கும் போது இந்த பள்ள பயக ஏன் நம்மட்ட கூட வந்து கத்துறானுவ..,OFF,False,ஆண்ட பரம்பரை எல்லாம் பேசிட்டு இருக்கும் போது இந்த பள்ள பயக ஏன் நம்மட்ட கூட வந்து கத்துறானுவ..
மகளை பெற்ற அப்பாக்கள் எல்லாம் திரெளபதி படத்துக்காக Waiting,NOT,True,மகளை பெற்ற அப்பாக்கள் எல்லாம் திரெளபதி படத்துக்காக Waiting
ஒரு சமூகத்தை சமூக தலைவரை  பற்றி கூறும் படம் கண்டிப்பாக ஜாதி சண்டை வரும் டா,NOT,False,ஒரு சமூகத்தை சமூக தலைவரை  பற்றி கூறும் படம் கண்டிப்பாக ஜாதி சண்டை வரும் டா
மணிரத்தினம் படம் பாக்கவே பயமா இருக்கு.ஒண்ணுமே புரியாது.2000 பசங்களுக்கு மணிரத்தினம் படம் புரிய மாட்டிங்குது.காற்று வெளியிடை ன்னு ஒரு படம் பாத்தேன்.பணம் வேஸ்ட்டு. யாராவது இந்த படம் நல்லா இருக்கான்னு சொல்லுங்க,OFF,False,மணிரத்தினம் படம் பாக்கவே பயமா இருக்கு.ஒண்ணுமே புரியாது.2000 பசங்களுக்கு மணிரத்தினம் படம் புரிய மாட்டிங்குது.காற்று வெளியிடை ன்னு ஒரு படம் பாத்தேன்.பணம் வேஸ்ட்டு. யாராவது இந்த படம் நல்லா இருக்கான்னு சொல்லுங்க
வசனங்கள் அனைத்தும் அருமை நாடக காதலை அடியோடு அழிக்க போகும் படம்,NOT,False,வசனங்கள் அனைத்தும் அருமை நாடக காதலை அடியோடு அழிக்க போகும் படம்
பெண் பிள்ளைகளைப் பெற்றெடுத்த தகப்பனுக்கும் தாய்க்கும் மகளுக்கும் உள்ள உறவை காதல் என்ற பெயரில் ஜாதி என்ற பெயரால் மோசம் செய்த சில மனித மிருகங்கள் இருந்து கொண்டுதான் இருக்கும் இந்த படம் அந்த மனித மிருகங்களுக்கு செருப்பு அடியாக இருக்கும் பெற்றெடுத்த தகப்பனுக்கு தான் தெரியும் தன்  பெண்ணை எந்த இடத்தில் கொடுத்தால் சந்தோஷமாக வாழும் என்று நான் பெண் பிள்ளையை பெற்றெடுத்த தகப்பன்  திரெளபதி  திரைப்படத்துக்கு தலைவணங்குகிறேன்...,OFF,False,பெண் பிள்ளைகளைப் பெற்றெடுத்த தகப்பனுக்கும் தாய்க்கும் மகளுக்கும் உள்ள உறவை காதல் என்ற பெயரில் ஜாதி என்ற பெயரால் மோசம் செய்த சில மனித மிருகங்கள் இருந்து கொண்டுதான் இருக்கும் இந்த படம் அந்த மனித மிருகங்களுக்கு செருப்பு அடியாக இருக்கும் பெற்றெடுத்த தகப்பனுக்கு தான் தெரியும் தன்  பெண்ணை எந்த இடத்தில் கொடுத்தால் சந்தோஷமாக வாழும் என்று நான் பெண் பிள்ளையை பெற்றெடுத்த தகப்பன்  திரெளபதி  திரைப்படத்துக்கு தலைவணங்குகிறேன்...
அகில இந்திய யாதவர் சமுதாயம் சார்பாக படம் அமோக வெற்றி பெற வாழ்த்துக்கள்,NOT,False,அகில இந்திய யாதவர் சமுதாயம் சார்பாக படம் அமோக வெற்றி பெற வாழ்த்துக்கள்
இந்த மாதிரி கீழ்த்தரமானவங்கள இப்படிதான் கொடுரம கொள்ளனும்...... Super.....,NOT,True,இந்த மாதிரி கீழ்த்தரமானவங்கள இப்படிதான் கொடுரம கொள்ளனும்...... மிகை நடிகர்.....
தவறாக பெண்களின் மீது கை வைக்கும் ஒருவனை தலையை வெட்டி கொண்டு விடு,OFF,False,தவறாக பெண்களின் மீது கை வைக்கும் ஒருவனை தலையை வெட்டி கொண்டு விடு
2019 ரஜினி நான் அரசியலுக்கு வருவது உறுதி. யார யாமாத்த பாக்குறீங்க இது 1996...,OFF,False,2019 ரஜினி நான் அரசியலுக்கு வருவது உறுதி. யார யாமாத்த பாக்குறீங்க இது 1996...
ஜாதி வெறியர்களுக்கு சமர்ப்பணம் 21 இம் நூற்ற டில்... ஐந்து அறிவு மிருகங்கள்...... சம மனிதனை மனிதனாக பார்க்க முடிலனா அப்பறம் உங்களுக்குளம் ஏன்டா அறிவு இந்த 2000 ஆயிரம் வருஷம் என்ன மயிறு வாழ்கை முறை வாழ்த்து இருக்க....இதை சமூகம் ஒத்துமையா வாழனும் சாதிகள் ஒழித்தல் தான் முடியும்..... அப்படி ஒரு சமூகம் உருவாகினால் தான் தமிழ் மக்கள் ஒன்று சேருவார்கள்.,OFF,False,ஜாதி வெறியர்களுக்கு சமர்ப்பணம் 21 இம் நூற்ற டில்... ஐந்து அறிவு மிருகங்கள்...... சம மனிதனை மனிதனாக பார்க்க முடிலனா அப்பறம் உங்களுக்குளம் ஏன்டா அறிவு இந்த 2000 ஆயிரம் வருஷம் என்ன மயிறு வாழ்கை முறை வாழ்த்து இருக்க....இதை சமூகம் ஒத்துமையா வாழனும் சாதிகள் ஒழித்தல் தான் முடியும்..... அப்படி ஒரு சமூகம் உருவாகினால் தான் தமிழ் மக்கள் ஒன்று சேருவார்கள்.
கையை வெட்டக் கூடாது தலையை சேர்த்துவிட்டனர் நல்லா இருக்கு,OFF,False,கையை வெட்டக் கூடாது தலையை சேர்த்துவிட்டனர் நல்லா இருக்கு
சூப்பரா இருக்கு  சில பேருக்கு கனவுல கூட இந்த மாதிரி நடக்காது  சில பேருக்கு வயிற்றில் எரிச்சல் ஏற்படும்,OFF,False,சூப்பரா இருக்கு  சில பேருக்கு கனவுல கூட இந்த மாதிரி நடக்காது  சில பேருக்கு வயிற்றில் எரிச்சல் ஏற்படும்
"நல்லாவே இல்லை அதே வேட்டைக்காரன்,குருவி,சுறா கண் முன்னாடி வந்து போகுது",OFF,False,"நல்லாவே இல்லை அதே வேட்டைக்காரன்,குருவி,சுறா கண் முன்னாடி வந்து போகுது"
"நாடக காதலை நான் வன்மையாக எதிற்கிறேன். ஆனால் திருமாவும், ரஞ்சித்ம் ஏன் 100 ல் 90 சாதிக்கு விரோதியாக பார்க்க காரணம் ஏன்? இங்கு 100 ல் 90 மிருகத்திடம் போட்டி போட்டு என்ன பலன்? இங்கு நாடக காதலை எதிற்கும் எத்தனை பேர் தகுதியான நீங்கலாக கூறும் தாழ்த்த பட்டவனின் காதலுக்கு சம்மதம் காட்டுவேர்!!!!",OFF,False,"நாடக காதலை நான் வன்மையாக எதிற்கிறேன். ஆனால் திருமாவும், ரஞ்சித்ம் ஏன் 100 ல் 90 சாதிக்கு விரோதியாக பார்க்க காரணம் ஏன்? இங்கு 100 ல் 90 மிருகத்திடம் போட்டி போட்டு என்ன பலன்? இங்கு நாடக காதலை எதிற்கும் எத்தனை பேர் தகுதியான நீங்கலாக கூறும் தாழ்த்த பட்டவனின் காதலுக்கு சம்மதம் காட்டுவேர்!!!!"
இளையதளபதி புரட்சிதளபதி இளைய #சூப்பர்ஸ்டார்  இன்னும் எத்தனை எழுத்துக்கள் வந்தாலும்🤘 நின்னு அடிக்கும் இரண்டே எழுத்து  தல,OFF,False,இளையதளபதி புரட்சிதளபதி இளைய #சூப்பர்ஸ்டார்  இன்னும் எத்தனை எழுத்துக்கள் வந்தாலும்🤘 நின்னு அடிக்கும் இரண்டே எழுத்து  தல
சாதி வெறியர்களுக்கு சாட்டையடி கொடுக்க வருகிறது 'நாடோடிகள்-2,OFF,False,சாதி வெறியர்களுக்கு சாட்டையடி கொடுக்க வருகிறது 'நாடோடிகள்-2
சமூகத்தில் நடக்கும் நாடக காதலை படம் பிடித்து காட்டும் படம்.சமூகத்தின் மறுபக்கத்தை பற்றி இதுவரை எந்த திரைப்படமும் சொல்லாததை இந்த படம் மூலம் வெட்ட வெளிச்சமாக இன்னும் கொஞ்சம் நாட்களில் திரையரங்குகளில்.. காண தவராதீர்கள்...,NOT,False,சமூகத்தில் நடக்கும் நாடக காதலை படம் பிடித்து காட்டும் படம்.சமூகத்தின் மறுபக்கத்தை பற்றி இதுவரை எந்த திரைப்படமும் சொல்லாததை இந்த படம் மூலம் வெட்ட வெளிச்சமாக இன்னும் கொஞ்சம் நாட்களில் திரையரங்குகளில்.. காண தவராதீர்கள்...
கருப்பு சுதந்திரத்தை பேசும் அவர்கள் சட்டத்தில் தான் ஒருவர் கூரும் கருத்து சுதந்திரமும் உள்ளது. ஒருவர் கூரும் கருத்திற்கு எதிர்ப்பு செல்ல எவருக்கும் உரிமை இல்லை...,NOT,False,கருப்பு சுதந்திரத்தை பேசும் அவர்கள் சட்டத்தில் தான் ஒருவர் கூரும் கருத்து சுதந்திரமும் உள்ளது. ஒருவர் கூரும் கருத்திற்கு எதிர்ப்பு செல்ல எவருக்கும் உரிமை இல்லை...
இனிமேல் இந்த சீன கட்பன்னா என்னா பன்னலினா என்ன,OFF,False,இனிமேல் இந்த சீன கட்பன்னா என்னா பன்னலினா என்ன
இதோட 21 தடவ பாத்துட்டே கண்டிப்பா 2 தடவயாச்சும் தியேட்டர்ல போயி பாக்கணும்🤗,NOT,False,இதோட 21 தடவ பாத்துட்டே கண்டிப்பா 2 தடவயாச்சும் தியேட்டர்ல போயி பாக்கணும்🤗
குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்... புரியுதா மண்டுகளா.. பிறப்பொக்கும் எல்லா உயிர்க்கும்,NOT,False,குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்... புரியுதா மண்டுகளா.. பிறப்பொக்கும் எல்லா உயிர்க்கும்
இனம் எங்கள் உயிருக்கு சமம்  எவன் வீட்டு பொண்ணை எவன் கட்டுவது விடக்கூடாது வெட்டணும்,OFF,False,இனம் எங்கள் உயிருக்கு சமம்  எவன் வீட்டு பொண்ணை எவன் கட்டுவது விடக்கூடாது வெட்டணும்
அகமுடைய தேவரின் முழு ஆதரவும் இப்படத்திற்கு என்றும் உண்டு இப்படிக்கு தஞ்சை அகமுடைய தேவர் பாசறை,NOT,False,அகமுடைய தேவரின் முழு ஆதரவும் இப்படத்திற்கு என்றும் உண்டு இப்படிக்கு தஞ்சை அகமுடைய தேவர் பாசறை
தலித் சமுதாய மக்களை தூண்டி விட்டு சாதி கலவரம் பன்னும் சில அரசியல் தலைவர்க்கு செருப்பு அடி தான் இனி மேல்,OFF,False,தலித் சமுதாய மக்களை தூண்டி விட்டு சாதி கலவரம் பன்னும் சில அரசியல் தலைவர்க்கு செருப்பு அடி தான் இனி மேல்
அடி தர்ம அடி நாடக காதல் கும்பல் கதர் உங்கட நாய்களே,OFF,False,அடி தர்ம அடி நாடக காதல் கும்பல் கதர் உங்கட நாய்களே
இந்த மண்ணுதான் #business vera lvl str...,NOT,True,இந்த மண்ணுதான் #business vera lvl str...
மராட்டி ஷிவாஜி ஹெய்க்வாட்ட வச்சு செஞ்சூட்டிங்க  செம்ம,OFF,False,மராட்டி ஷிவாஜி ஹெய்க்வாட்ட வச்சு செஞ்சூட்டிங்க  செம்ம
"நாம் அனைவரும் தமிழர்களாக இல்லமால், இவ்வாறு சாதியாக பிரிந்து இருக்க வேண்டும் என்பதே, அனைத்து சாதிய படங்களும் விட்டு செல்லும் கருத்து...  ஆகையால் சாதிய படங்களை அனைத்தையும் கொண்டாடுவதை தவிர்ப்போம்...",NOT,False,"நாம் அனைவரும் தமிழர்களாக இல்லமால், இவ்வாறு சாதியாக பிரிந்து இருக்க வேண்டும் என்பதே, அனைத்து சாதிய படங்களும் விட்டு செல்லும் கருத்து...  ஆகையால் சாதிய படங்களை அனைத்தையும் கொண்டாடுவதை தவிர்ப்போம்..."
நீங்க  ஜாதி சண்டை போட்டுக் கொண்டே இருங்கடா வடநாட்டு காரன்  இருக்குரவேலையும் அவன் லாவிட்டு போப்போரான்,OFF,False,நீங்க  ஜாதி சண்டை போட்டுக் கொண்டே இருங்கடா வடநாட்டு காரன்  இருக்குரவேலையும் அவன் லாவிட்டு போப்போரான்
சேலம் வன்னியர் சங்கம் சார்பில் என்றுமே என் வாழ்த்துக்கள்,NOT,False,சேலம் வன்னியர் சங்கம் சார்பில் என்றுமே என் வாழ்த்துக்கள்
தேவாங்க செட்டியார் சமுதாயத்தினர் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,NOT,False,தேவாங்க செட்டியார் சமுதாயத்தினர் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்
துபாய் பாலைவனமாய் இருந்ததா அந்த மக்கள் சோலைவனம் மாற்றி இருக்காங்க ஆனா தமிழ் நாடு சோலை வனமாக இருந்ததா ஏன்டா பாலைவனம் மாத்தறீங்க,OFF,False,துபாய் பாலைவனமாய் இருந்ததா அந்த மக்கள் சோலைவனம் மாற்றி இருக்காங்க ஆனா தமிழ் நாடு சோலை வனமாக இருந்ததா ஏன்டா பாலைவனம் மாத்தறீங்க
பொண்ண பெத்த எல்லா பெத்தவங்களுக்கும் ஒன்னு சொல்லிக்குரேன்  அந்த பரை நாயிங்க ஒரு பக்கம் தப்பு பன்னாலும். நம்ப வீட்டு பொம்பிளை பிள்ளைங்க சரி இல்ல  எவனாவது ஒரு சாக்குலேட் அப்புறம் பரதேசி மாதிரி dress போட்டுக்குனு வந்தா அவன் பின்னாடியே போயிடுராலுங்க  அதனால பொத்தவங்க நீங்க கொஞ்சம் பிள்ளைகளை கவனீங்க  இப்படிக்கு வீரவன்னியன் தினகரன்,OFF,True,பொண்ண பெத்த எல்லா பெத்தவங்களுக்கும் ஒன்னு சொல்லிக்குரேன்  அந்த பரை நாயிங்க ஒரு பக்கம் தப்பு பன்னாலும். நம்ப வீட்டு பொம்பிளை பிள்ளைங்க சரி இல்ல  எவனாவது ஒரு சாக்குலேட் அப்புறம் பரதேசி மாதிரி dress போட்டுக்குனு வந்தா அவன் பின்னாடியே போயிடுராலுங்க  அதனால பொத்தவங்க நீங்க கொஞ்சம் பிள்ளைகளை கவனீங்க  இப்படிக்கு வீரவன்னியன் தினகரன்
உடையார் ஜாதி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,NOT,False,உடையார் ஜாதி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்
மணிரத்னம் சிங்கம் டா மரண மாசு  ரெண்டு படம் முணு படம் எடுத்துட்டு அட்ராவனுக்கெல்லாம் செருப்படி,OFF,False,மணிரத்னம் சிங்கம் டா மரண மாசு  ரெண்டு படம் முணு படம் எடுத்துட்டு அட்ராவனுக்கெல்லாம் செருப்படி
நீ என்ன பெரிய வசூல் மன்னனா தெரியல்ல அப்படித்தான் பேசிக்கிறானுங்க..... :D,OFF,True,நீ என்ன பெரிய வசூல் மன்னனா தெரியல்ல அப்படித்தான் பேசிக்கிறானுங்க..... :D
உண்மை ய சொல்ல நேரம் வந்து விட்டது தழிழ் சினிமா மூலமாக உண்மையை உரக்க சொல்லூகிறோம் நாடக காதலினன் முடிவு நேரம் ஆரம்பம்மீண்டும் மாகாபரத்தில் இருந்து உண்மையை சொல்ல வருகிறது எங்கள் தெய்வம் திரெளபதி,NOT,False,உண்மை ய சொல்ல நேரம் வந்து விட்டது தழிழ் சினிமா மூலமாக உண்மையை உரக்க சொல்லூகிறோம் நாடக காதலினன் முடிவு நேரம் ஆரம்பம்மீண்டும் மாகாபரத்தில் இருந்து உண்மையை சொல்ல வருகிறது எங்கள் தெய்வம் திரெளபதி
யாரும் பதிவிறக்கம் செய்து பகிற வேண்டாம் என்று கேட்டுக் கொள்கிறேன்...,NOT,False,யாரும் பதிவிறக்கம் செய்து பகிற வேண்டாம் என்று கேட்டுக் கொள்கிறேன்...
தனது பெண்ணின் ஆசைக்காக வேறு சாதி ஆண் ஏற்று திருமணத்திற்கு சம்மதம் தெரிவித்து பெண்ணின் அப்பா.  திருமணத்திற்கு முன் அனைத்து சொத்துக்களையும் கோயிலுக்கு எழுதி வைத்த தந்தை..  கல்யாணமே வேணாம் என்று ஓடிய நாடக காதலன்..  #திரௌபதி #திரௌபதி_ட்ரைலர் #திரௌபதிமிரட்டுவாள்,NOT,False,தனது பெண்ணின் ஆசைக்காக வேறு சாதி ஆண் ஏற்று திருமணத்திற்கு சம்மதம் தெரிவித்து பெண்ணின் அப்பா.  திருமணத்திற்கு முன் அனைத்து சொத்துக்களையும் கோயிலுக்கு எழுதி வைத்த தந்தை..  கல்யாணமே வேணாம் என்று ஓடிய நாடக காதலன்..  #திரௌபதி #திரௌபதி_ட்ரைலர் #திரௌபதிமிரட்டுவாள்
"தன் தரப்பு நியாயங்களை எடுத்து வைத்தனர் பரியனும் அசுரனும்.  பரியனுக்காக கண்ணீர் விட்டேன், அசுரன் அடித்த ஒவ்வொரு அடிக்கு பின்னும் இருந்த வலியை புரிந்து கை வலிக்க கைத்தட்டினேன்.   இப்போது, திரௌபதிக்கான நேரம். அவள், தன் தரப்பு நியாயங்களை எடுத்து வைக்கட்டும்.  அதற்குள் ஏன் இத்தனை கதறல்???",NOT,False,"தன் தரப்பு நியாயங்களை எடுத்து வைத்தனர் பரியனும் அசுரனும்.  பரியனுக்காக கண்ணீர் விட்டேன், அசுரன் அடித்த ஒவ்வொரு அடிக்கு பின்னும் இருந்த வலியை புரிந்து கை வலிக்க கைத்தட்டினேன்.   இப்போது, திரௌபதிக்கான நேரம். அவள், தன் தரப்பு நியாயங்களை எடுத்து வைக்கட்டும்.  அதற்குள் ஏன் இத்தனை கதறல்???"
இது ஒரு மறைந்த அரசியல்வாதியின் குடும்ப கதயோ?,NOT,False,இது ஒரு மறைந்த அரசியல்வாதியின் குடும்ப கதயோ?
"இவை இரண்டும் தவறானது தான்! ஒரு சில காலங்களுக்கு இந்த பிரிவினை தேவை பட்டது அவை முடிவு பெற வேண்டிய காலம் வந்தது இனியும் சாதி மூலம் அரசாங்கம் வேலை வாய்ப்போ படிப்பு வாய்ப்போ குடுப்பது ஞாயம் ஆகாது! எவ்வாறு கீழ் ஜாதி என்ன கூறுவது தவறோ அது போல எல்லா வகையிலும் பிரிவினை எடுக்க வேண்டும்! Every one is equal! Bring equal chance availability for every community. When it really happened, the real stable equality will bring down!",NOT,True,"இவை இரண்டும் தவறானது தான்! ஒரு சில காலங்களுக்கு இந்த பிரிவினை தேவை பட்டது அவை முடிவு பெற வேண்டிய காலம் வந்தது இனியும் சாதி மூலம் அரசாங்கம் வேலை வாய்ப்போ படிப்பு வாய்ப்போ குடுப்பது ஞாயம் ஆகாது! எவ்வாறு கீழ் ஜாதி என்ன கூறுவது தவறோ அது போல எல்லா வகையிலும் பிரிவினை எடுக்க வேண்டும்! அனைவரும் சமம்! ஒவ்வொரு சமூகத்திற்கும் சமமான வாய்ப்பு கிடைக்கச் செய்யுங்கள். அது உண்மையிலேயே நிகழும்போது, உண்மையான நிலையான சமத்துவம் வீழ்ச்சியடையும்!"
